Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
truth,com.google.common.truth,AbstractArraySubjectTest.TestSubjectFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
truth,com.google.common.truth,AbstractArraySubjectTest.TestSubjectFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,AbstractArraySubjectTest.TestableStringArraySubject,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
truth,com.google.common.truth,AbstractArraySubjectTest.TestableStringArraySubject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,AbstractArraySubjectTest.CapturingFailureStrategy,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
truth,com.google.common.truth,AbstractArraySubjectTest.CapturingFailureStrategy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,ExampleTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ints; EXPECT
truth,com.google.common.truth,FloatSubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
truth,com.google.common.truth,ExpectFailureTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EXPECT
truth,com.google.common.truth,ExpectFailureTest.FailingExpect,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
truth,com.google.common.truth,ExpectFailureTest.FailingExpect,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,IntegerSubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
truth,com.google.common.truth,PrimitiveDoubleArraySubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 98 public methods
truth,com.google.common.truth,ObjectArraySubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
truth,com.google.common.truth,GraphMatchingTest.TestInstance,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,GraphMatchingTest.TestInstance,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: edges; lhsVertices; edgeStack; selectedEdges; lhsIndex; rhsIndexForLhs
truth,com.google.common.truth,GraphMatchingTest.Matching,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: edgeStack; selectedEdges; lhsIndex; rhsIndexForLhs
truth,com.google.common.truth,GraphMatchingTest.Matching,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,GraphMatchingTest.Edge,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: lhsIndex; rhsIndexForLhs
truth,com.google.common.truth,GraphMatchingTest.Edge,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,ExpectTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: oopsNotARule; EXPECT; thrown; wrapper
truth,com.google.common.truth,AtomicLongMapSubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
truth,com.google.common.truth,DoubleSubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
truth,com.google.common.truth,IterableSubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 153 public methods
truth,com.google.common.truth,IterableSubjectTest.HashCodeThrower,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
truth,com.google.common.truth,IterableSubjectTest.HashCodeThrower,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,IterableSubjectTest.Foo,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: x
truth,com.google.common.truth,IterableSubjectTest.Foo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,IterableSubjectTest.Bar,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
truth,com.google.common.truth,IterableSubjectTest.Bar,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,PrimitiveFloatArraySubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 98 public methods
truth,com.google.common.truth,MultimapSubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 50 public methods
truth,com.google.common.truth,AutoValue_Expect_ExpectationFailure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsExactlyMissingEntry is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsExactlyMissingEntryInOrder is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsExactlyNotInOrder is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsExactly_failsWithSameToString is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualToFailureExtraMissingAndDiffering is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualToFailureDiffering is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because namedMapIsEqualToFailureDiffering is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualToFailureExtra is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualToFailureMissing is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualToFailureExtraAndMissing is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because isNotEqualTo is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because isEmptyWithFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because isNotEmptyWithFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsKeyFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsKeyNullFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsKey_failsWithSameToString is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsKey_failsWithNullStringAndNull is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because doesNotContainKeyFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because doesNotContainNullKey is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsEntryFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsEntry_failsWithSameToStringOfKey is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsEntry_failsWithSameToStringOfValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsNullKeyAndValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsNullEntryValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because containsNullEntryKey is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because doesNotContainEntryFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because doesNotContainNullEntryFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because failMapContainsKey is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because failMapContainsKeyWithNull is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because failMapLacksKey is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because failMapContainsKeyWithValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because failMapContainsKeyWithNullValuePresentExpected is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because failMapContainsKeyWithPresentValueNullExpected is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsEntry_failsExpectedKeyHasWrongValues is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsEntry_failsWrongKeyHasExpectedValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsEntry_failsMissingExpectedKeyAndValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_doesNotContainEntry_failure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactly_failsExtraEntry is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactly_failsMissingEntry is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactly_failsWrongKey is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactly_failsWrongValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactly_inOrder_failsOutOfOrder is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactlyEntriesIn_failsExtraEntry is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactlyEntriesIn_failsMissingEntry is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactlyEntriesIn_failsWrongKey is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactlyEntriesIn_failsWrongValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Feature Envy,The tool detected a instance of this smell because comparingValuesUsing_containsExactlyEntriesIn_inOrder_failsOutOfOrder is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,MapSubjectTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: expectFailure
truth,com.google.common.truth,MapSubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 81 public methods
truth,com.google.common.truth,ExpectFailureWithStackTraceTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: METHOD_NAME; failToExpect; delegate
truth,com.google.common.truth,ExpectFailureWithStackTraceTest.FailingExpect,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: delegate
truth,com.google.common.truth,ExpectFailureWithStackTraceTest.FailingExpect,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
truth,com.google.common.truth,RelabeledSubjectsTest,Feature Envy,The tool detected a instance of this smell because namedIncludesActualStringValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,RelabeledSubjectsTest,Feature Envy,The tool detected a instance of this smell because namedIncludesActualIntegerValue is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,RelabeledSubjectsTest,Feature Envy,The tool detected a instance of this smell because relabeledBooleans is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,RelabeledSubjectsTest,Feature Envy,The tool detected a instance of this smell because relabeledObject is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,RelabeledSubjectsTest,Feature Envy,The tool detected a instance of this smell because relabelledCollections is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,RelabeledSubjectsTest,Feature Envy,The tool detected a instance of this smell because relabelledPrimitiveFloatArrays is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,RelabeledSubjectsTest,Feature Envy,The tool detected a instance of this smell because relabelledPrimitiveLongArrays is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,RelabeledSubjectsTest,Feature Envy,The tool detected a instance of this smell because relabelledObjectArrays is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,RelabeledSubjectsTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: expectFailure
truth,com.google.common.truth,CorrespondenceTest,Feature Envy,The tool detected a instance of this smell because testTolerance_viaIterableSubjectContains_failure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,CorrespondenceTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: expectFailure; INSTANCE
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualTo_Fail_UnequalOrdering is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualTo_Fail_NotAnArray is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Feature Envy,The tool detected a instance of this smell because isNotEqualTo_FailEquals is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Feature Envy,The tool detected a instance of this smell because isNotEqualTo_FailSame is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: expectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because hasLengthFails is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringIsEmptyFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringIsNotEmptyFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringContainsFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringDoesNotContainFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringEqualityToNull is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringNamedNullFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringStartsWithFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringEndsWithFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringMatchesStringWithFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringMatchesPatternWithFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringContainsMatchString is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringContainsMatchPattern is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringDoesNotContainMatchString is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringDoesNotContainMatchStringUsesFind is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Feature Envy,The tool detected a instance of this smell because stringDoesNotContainMatchPattern is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,StringSubjectTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: expectFailure
truth,com.google.common.truth,StringSubjectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 34 public methods
truth,com.google.common.truth,SortedSetSubjectTest,Feature Envy,The tool detected a instance of this smell because hasFirstLastElement_empty is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SortedSetSubjectTest,Feature Envy,The tool detected a instance of this smell because hasFirstLastElement_empty_2 is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SortedSetSubjectTest,Feature Envy,The tool detected a instance of this smell because hasFirstLastElement_empty_3 is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SortedSetSubjectTest,Feature Envy,The tool detected a instance of this smell because hasFirstLastElement_empty_4 is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SortedSetSubjectTest,Feature Envy,The tool detected a instance of this smell because hasFirstLastElement_wrongPosition is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SortedSetSubjectTest,Feature Envy,The tool detected a instance of this smell because hasFirstLastElement_wrongPosition_2 is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SortedSetSubjectTest,Feature Envy,The tool detected a instance of this smell because hasFirstLastElement_absent is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SortedSetSubjectTest,Feature Envy,The tool detected a instance of this smell because hasFirstLastElement_absent_2 is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SortedSetSubjectTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: expectFailure; NULL_SET
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isSameAsFailureWithNulls is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isSameAsFailureWithComparableObjects is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isSameAsFailureWithDifferentTypesAndSameToString is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNotSameAsFailureWithNulls is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNullFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because stringIsNullFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNotNullFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualToFailureWithNulls is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualToFailureWithComparableObjects is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isEqualToFailureWithDifferentTypesAndSameToString is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNotEqualToFailureWithNulls is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNotEqualToFailureWithObjects is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNotEqualToFailureWithComparableObjects is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isInstanceOfFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNotInstanceOfFail is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isInFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isInNullFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isInEmptyFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isAnyOfFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isAnyOfNullFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNotInFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNotInNullFailure is more interested in members of the type: ExpectFailure
truth,com.google.common.truth,SubjectTest,Feature Envy,The tool detected a instance of this smell because isNoneOfFailure is more interested in members of the type: ExpectFailure
