Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
truth,com.google.common.truth,ExpectFailureWithStackTraceTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,SubjectFactoryReflectionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.SubjectFactory
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessageIsPrepended) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessageIsPrependedWithNamed) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessage) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage; com.google.common.truth.BooleanSubject.isTrue
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessageIsPrepended_withPlaceholders) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessageIsPrependedWithNamed_withPlaceholders) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessage_withPlaceholders) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (extraPlaceholderThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (missingPlaceholderThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (noPlaceholdersWithArgsThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (placeholdersArentEagerlyEvaluated) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,AbstractVerbTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.AbstractVerb
truth,com.google.common.truth,AbstractVerbTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: strings
truth,com.google.common.truth,ExampleTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ints
truth,com.google.common.truth,ExpectFailureTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (asList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (multiDimensionalStringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ExpectFailureWithStackTraceTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,SubjectFactoryReflectionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.SubjectFactory
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessageIsPrepended) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessageIsPrependedWithNamed) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessage) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage; com.google.common.truth.BooleanSubject.isTrue
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessageIsPrepended_withPlaceholders) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessageIsPrependedWithNamed_withPlaceholders) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessage_withPlaceholders) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (extraPlaceholderThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (missingPlaceholderThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (noPlaceholdersWithArgsThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (placeholdersArentEagerlyEvaluated) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,AbstractVerbTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.AbstractVerb
truth,com.google.common.truth,AbstractVerbTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: strings
truth,com.google.common.truth,ExampleTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ints
truth,com.google.common.truth,ExpectFailureTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (asList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (multiDimensionalStringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,DoubleSubject.TolerantDoubleComparison,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,ThrowableSubject,Law of Demeter violation,The tool detected the smell in this method (hasMessage) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.StringSubject.isEqualTo
truth,com.google.common.truth,PrimitiveDoubleArraySubject.TolerantPrimitiveDoubleArrayComparison,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,Truth,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.TestVerb
truth,com.google.common.truth,Truth,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: THROW_ASSERTION_ERROR
truth,com.google.common.truth,Truth,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 35
truth,com.google.common.truth,Truth,Law of Demeter violation,The tool detected the smell in this method (assertWithMessage) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,Truth,Law of Demeter violation,The tool detected the smell in this method (assertWithMessage) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.withFailureMessage
truth,com.google.common.truth,Truth,Law of Demeter violation,The tool detected the smell in this method (assertThat) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.that
truth,com.google.common.truth,Expect.ExpectationGatherer,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,AbstractVerb,Law of Demeter violation,The tool detected the smell in this method (fail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.AbstractVerb.getFailureStrategy; com.google.common.truth.FailureStrategy.fail
truth,com.google.common.truth,AbstractVerb,Law of Demeter violation,The tool detected the smell in this method (fail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.AbstractVerb.getFailureStrategy; com.google.common.truth.FailureStrategy.fail
truth,com.google.common.truth,AbstractVerb.DelegatedVerb,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,Platform,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: TYPE_PATTERN
truth,com.google.common.truth,PrimitiveFloatArraySubject.TolerantPrimitiveFloatArrayComparison,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,TestVerb,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 32
