Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
truth,com.google.common.truth,ExpectFailureWithStackTraceTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (customMessage) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.BooleanSubject.isTrue
truth,com.google.common.truth,AbstractVerbTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: strings
truth,com.google.common.truth,ExampleTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ints
truth,com.google.common.truth,ExpectFailureTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (asList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (multiDimensionalStringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ExpectFailureWithStackTraceTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (asList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (multiDimensionalStringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,ExpectFailureNonRuleTest.ExpectFailureThrowInSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,ExpectFailureNonRuleTest.ExpectFailureThrowAfterSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,DoubleSubject.TolerantDoubleComparison,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,PrimitiveDoubleArraySubject.TolerantPrimitiveDoubleArrayComparison,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,PrimitiveDoubleArraySubject.DoubleArrayAsIterable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,Truth,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 35
truth,com.google.common.truth,StandardSubjectBuilder,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 35
truth,com.google.common.truth,PrimitiveFloatArraySubject.TolerantPrimitiveFloatArrayComparison,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,PrimitiveFloatArraySubject.FloatArrayAsIterable,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,FloatSubject.TolerantFloatComparison,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,IterableSubject.UsingCorrespondence,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,OptionalSubjectTest,Law of Demeter violation,The tool detected the smell in this method (isPresent) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth8.assertThat; com.google.common.truth.OptionalSubject.isPresent
truth,com.google.common.truth,OptionalSubjectTest,Law of Demeter violation,The tool detected the smell in this method (hasValue) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth8.assertThat; com.google.common.truth.OptionalSubject.hasValue
truth,com.google.common.truth,OptionalSubjectTest,Law of Demeter violation,The tool detected the smell in this method (hasValue_npeWithNullParameter) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth8.assertThat; com.google.common.truth.OptionalSubject.hasValue
truth,com.google.common.truth,IntStreamSubject,Law of Demeter violation,The tool detected the smell in this method (isEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.isEmpty
truth,com.google.common.truth,IntStreamSubject,Law of Demeter violation,The tool detected the smell in this method (isNotEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.isNotEmpty
truth,com.google.common.truth,IntStreamSubject,Law of Demeter violation,The tool detected the smell in this method (hasSize) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.hasSize
truth,com.google.common.truth,IntStreamSubject,Law of Demeter violation,The tool detected the smell in this method (contains) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.contains
