Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
truth,com.google.common.truth,MapSubjectTest,Law of Demeter violation,The tool detected the smell in this method (isEqualToNotConsistentWithEquals_failure) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.MapSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.MapSubject.isEqualTo
truth,com.google.common.truth,MapSubjectTest,Law of Demeter violation,The tool detected the smell in this method (isEqualToActualNullOtherMap) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.MapSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.MapSubject.isEqualTo
truth,com.google.common.truth,MapSubjectTest,Law of Demeter violation,The tool detected the smell in this method (containsKey_failsWithNullStringAndNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.MapSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.MapSubject.containsKey
truth,com.google.common.truth,MapSubjectTest,Law of Demeter violation,The tool detected the smell in this method (doesNotContainNullKey) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.MapSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.MapSubject.doesNotContainKey
truth,com.google.common.truth,MapSubjectTest,Law of Demeter violation,The tool detected the smell in this method (containsNullEntryValue) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.MapSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.MapSubject.containsEntry
truth,com.google.common.truth,MapSubjectTest,Law of Demeter violation,The tool detected the smell in this method (containsNullEntryKey) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.MapSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.MapSubject.containsEntry
truth,com.google.common.truth,MapSubjectTest,Law of Demeter violation,The tool detected the smell in this method (doesNotContainNullEntryFailure) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.MapSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.MapSubject.doesNotContainEntry
truth,com.google.common.truth,MapSubjectTest,Law of Demeter violation,The tool detected the smell in this method (failMapContainsKeyWithNullValuePresentExpected) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.MapSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.MapSubject.containsEntry
truth,com.google.common.truth,ExpectWithStackTest,Law of Demeter violation,The tool detected the smell in this method (testExpectTrace_simpleCase) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.StringSubject.startsWith
truth,com.google.common.truth,ExpectWithStackTest,Law of Demeter violation,The tool detected the smell in this method (verify) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.StringSubject.startsWith
truth,com.google.common.truth,ExpectWithStackTest,Law of Demeter violation,The tool detected the smell in this method (testExpectTrace_loop) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.StringSubject.startsWith
truth,com.google.common.truth,ExpectWithStackTest,Law of Demeter violation,The tool detected the smell in this method (testExpectTrace_loop) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assertWithMessage; com.google.common.truth.AbstractArraySubject.hasLength
truth,com.google.common.truth,ExpectWithStackTest,Law of Demeter violation,The tool detected the smell in this method (verify) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.StringSubject.startsWith
truth,com.google.common.truth,ExpectWithStackTest,Law of Demeter violation,The tool detected the smell in this method (verify) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assertWithMessage; com.google.common.truth.AbstractArraySubject.hasLength
truth,com.google.common.truth,ExpectWithStackTest,Law of Demeter violation,The tool detected the smell in this method (testExpectTrace_callerException) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.StringSubject.startsWith
truth,com.google.common.truth,ExpectWithStackTest,Law of Demeter violation,The tool detected the smell in this method (verify) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.StringSubject.startsWith
truth,com.google.common.truth,ExpectFailureWithStackTraceTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,TruthFailureSubjectTest,Law of Demeter violation,The tool detected the smell in this method (factValue) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,TruthFailureSubjectTest,Law of Demeter violation,The tool detected the smell in this method (factValueFailWrongValue) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,TruthFailureSubjectTest,Law of Demeter violation,The tool detected the smell in this method (factValueInt) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,TruthFailureSubjectTest,Law of Demeter violation,The tool detected the smell in this method (factValueIntMultipleKeys) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,TruthFailureSubjectTest,Law of Demeter violation,The tool detected the smell in this method (factValueIntFailWrongValue) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,CorrespondenceTest,Law of Demeter violation,The tool detected the smell in this method (testTolerance_compare_negativeTolerance) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,CorrespondenceTest,Law of Demeter violation,The tool detected the smell in this method (testTolerance_toString) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Correspondence.tolerance; com.google.common.truth.Correspondence.toString
truth,com.google.common.truth,CorrespondenceTest,Law of Demeter violation,The tool detected the smell in this method (testTolerance_isEquality) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Correspondence.tolerance; com.google.common.truth.Correspondence.isEquality
truth,com.google.common.truth,CorrespondenceTest,Law of Demeter violation,The tool detected the smell in this method (testTolerance_isEquality) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Correspondence.tolerance; com.google.common.truth.Correspondence.isEquality
truth,com.google.common.truth,CorrespondenceTest,Law of Demeter violation,The tool detected the smell in this method (testEquality_toString) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Correspondence.equality; com.google.common.truth.Correspondence.toString
truth,com.google.common.truth,CorrespondenceTest,Law of Demeter violation,The tool detected the smell in this method (testEquality_isEquality) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Correspondence.equality; com.google.common.truth.Correspondence.isEquality
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (isEqualTo_Fail_UnequalOrdering) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.PrimitiveCharArraySubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (isEqualTo_Fail_DifferentKindOfArray) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.PrimitiveCharArraySubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (isNotEqualTo_FailEquals) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.PrimitiveCharArraySubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isNotEqualTo
truth,com.google.common.truth,PrimitiveCharArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (isNotEqualTo_FailSame) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.PrimitiveCharArraySubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isNotEqualTo
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (hasLengthFails) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.hasLength
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringIsEmptyFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.isEmpty
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringIsEmptyFailNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.isEmpty
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringIsNotEmptyFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.isNotEmpty
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringIsNotEmptyFailNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.isNotEmpty
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringContainsFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.contains
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringDoesNotContainFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.doesNotContain
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringEqualityToNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringEqualityToEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringEqualityEmptyToNonEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringEqualityFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringStartsWithFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.startsWith
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringEndsWithFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.endsWith
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringMatchesStringWithFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.matches
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringMatchesStringFailNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.matches
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringMatchesStringLiteralFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.matches
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringDoesNotMatchStringWithFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.doesNotMatch
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringDoesNotMatchStringFailNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.doesNotMatch
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringContainsMatchPattern) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.containsMatch
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringContainsMatchPatternFailNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.containsMatch
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringDoesNotContainMatchPattern) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.doesNotContainMatch
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringDoesNotContainMatchPatternFailNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.doesNotContainMatch
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringEqualityIgnoringCaseFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringEqualityIgnoringCaseFailWithNullSubject) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringEqualityIgnoringCaseFailWithNullExpectedString) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringInequalityIgnoringCaseFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringInequalityIgnoringCaseFailWithNullSubject) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringContainsIgnoringCaseFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringContainsIgnoringCaseFailBecauseTooLarge) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringContainsIgnoringCaseFailBecauseNullSubject) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringDoesNotContainIgnoringCaseFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringDoesNotContainIgnoringCaseFailWithEmptyString) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringDoesNotContainIgnoringCaseFailBecauseNullSubject) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.StringSubject.ignoringCase
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (trailingWhitespaceInActual) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (trailingWhitespaceInExpected) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (trailingWhitespaceInBoth) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,StringSubjectTest,Law of Demeter violation,The tool detected the smell in this method (trailingWhitespaceVsEmptyString) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.StringSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,SubjectTest,Law of Demeter violation,The tool detected the smell in this method (allAssertThatOverloadsAcceptNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factKeys
truth,com.google.common.truth,SubjectTest,Law of Demeter violation,The tool detected the smell in this method (allAssertThatOverloadsAcceptNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,SubjectTest,Law of Demeter violation,The tool detected the smell in this method (allAssertThatOverloadsAcceptNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factKeys; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,SubjectTest,Law of Demeter violation,The tool detected the smell in this method (allAssertThatOverloadsAcceptNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factKeys; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth,SubjectTest,Law of Demeter violation,The tool detected the smell in this method (equalsThrowsUSOE) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,SubjectTest,Law of Demeter violation,The tool detected the smell in this method (hashCodeThrowsUSOE) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,SubjectTest,Law of Demeter violation,The tool detected the smell in this method (ignoreCheckDiscardsFailures) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.ignoreCheck; com.google.common.truth.Subject.isNull
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (extraPlaceholderThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.BooleanSubject.isTrue
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (missingPlaceholderThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.BooleanSubject.isTrue
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (noPlaceholdersWithArgsThrowsIae) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.BooleanSubject.isTrue
truth,com.google.common.truth,CustomFailureMessageTest,Law of Demeter violation,The tool detected the smell in this method (placeholdersArentEagerlyEvaluated) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.BooleanSubject.isTrue
truth,com.google.common.truth,ClassSubjectTest,Law of Demeter violation,The tool detected the smell in this method (testIsAssignableTo_reversed) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ClassSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.ClassSubject.isAssignableTo
truth,com.google.common.truth,ClassSubjectTest,Law of Demeter violation,The tool detected the smell in this method (testIsAssignableTo_differentTypes) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ClassSubjectTest.expectFailureWhenTestingThat; com.google.common.truth.ClassSubject.isAssignableTo
truth,com.google.common.truth,ComparisonFailureWithFactsTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.ComparisonFailureWithFacts; com.google.common.truth.AssertionErrorWithFacts
truth,com.google.common.truth,ComparisonFailureWithFactsTest,Law of Demeter violation,The tool detected the smell in this method (testSerialization_AssertionErrorWithFacts) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ComparisonFailureWithFactsTest,Law of Demeter violation,The tool detected the smell in this method (testSerialization_AssertionErrorWithFacts) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ThrowableSubject.hasCauseThat; com.google.common.truth.ThrowableSubject.hasMessageThat; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (simple) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (simple) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (simple) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (simple) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (simple) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (autoBox) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (autoBox) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (autoBox) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth,ActualValueInferenceTest,Law of Demeter violation,The tool detected the smell in this method (autoBox) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ExpectFailure.assertThat; com.google.common.truth.TruthFailureSubject.factValue; com.google.common.truth.Subject.isEqualTo
